"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"UNE6D15","137","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 15","15","Clase diaria 15: Práctica P2: consultas CRUD completas sobre datos de prueba","Completar la práctica p2: consultas crud completas sobre datos de prueba y demostrar los conocimientos acumulados.","Práctica P2: consultas CRUD completas sobre datos de prueba","Desarrollar paso a paso la práctica p2: consultas crud completas sobre datos de prueba.","Entregar la evidencia funcional de la práctica p2: consultas crud completas sobre datos de prueba.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D16","138","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 16","16","Clase diaria 16: Fundamentos de DELETE y eliminación controlada","Comprender y aplicar fundamentos de delete y eliminación controlada dentro del objetivo del Nivel 6.","Fundamentos de DELETE y eliminación controlada","Realizar un ejemplo guiado de fundamentos de delete y eliminación controlada.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D17","139","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 17","17","Clase diaria 17: Ejercicio guiado de DELETE y eliminación controlada","Comprender y aplicar ejercicio guiado de delete y eliminación controlada dentro del objetivo del Nivel 6.","Ejercicio guiado de DELETE y eliminación controlada","Realizar un ejemplo guiado de ejercicio guiado de delete y eliminación controlada.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D18","140","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 18","18","Clase diaria 18: Fundamentos de claves primarias y autoincremento","Comprender y aplicar fundamentos de claves primarias y autoincremento dentro del objetivo del Nivel 6.","Fundamentos de claves primarias y autoincremento","Realizar un ejemplo guiado de fundamentos de claves primarias y autoincremento.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D19","141","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 19","19","Clase diaria 19: Ejercicio guiado de claves primarias y autoincremento","Comprender y aplicar ejercicio guiado de claves primarias y autoincremento dentro del objetivo del Nivel 6.","Ejercicio guiado de claves primarias y autoincremento","Realizar un ejemplo guiado de ejercicio guiado de claves primarias y autoincremento.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D20","142","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 20","20","Clase diaria 20: Práctica P3: procedimiento almacenado y disparador trigger","Completar la práctica p3: procedimiento almacenado y disparador trigger y demostrar los conocimientos acumulados.","Práctica P3: procedimiento almacenado y disparador trigger","Desarrollar paso a paso la práctica p3: procedimiento almacenado y disparador trigger.","Entregar la evidencia funcional de la práctica p3: procedimiento almacenado y disparador trigger.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D21","143","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 21","21","Clase diaria 21: Fundamentos de claves foráneas e integridad referencial","Comprender y aplicar fundamentos de claves foráneas e integridad referencial dentro del objetivo del Nivel 6.","Fundamentos de claves foráneas e integridad referencial","Realizar un ejemplo guiado de fundamentos de claves foráneas e integridad referencial.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D22","144","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 22","22","Clase diaria 22: Ejercicio guiado de claves foráneas e integridad referencial","Comprender y aplicar ejercicio guiado de claves foráneas e integridad referencial dentro del objetivo del Nivel 6.","Ejercicio guiado de claves foráneas e integridad referencial","Realizar un ejemplo guiado de ejercicio guiado de claves foráneas e integridad referencial.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D23","145","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 23","23","Clase diaria 23: Fundamentos de procedimientos almacenados","Comprender y aplicar fundamentos de procedimientos almacenados dentro del objetivo del Nivel 6.","Fundamentos de procedimientos almacenados","Realizar un ejemplo guiado de fundamentos de procedimientos almacenados.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D24","146","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 24","24","Clase diaria 24: Ejercicio guiado de procedimientos almacenados","Comprender y aplicar ejercicio guiado de procedimientos almacenados dentro del objetivo del Nivel 6.","Ejercicio guiado de procedimientos almacenados","Realizar un ejemplo guiado de ejercicio guiado de procedimientos almacenados.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D25","147","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 25","25","Clase diaria 25: Fundamentos de disparadores o triggers","Comprender y aplicar fundamentos de disparadores o triggers dentro del objetivo del Nivel 6.","Fundamentos de disparadores o triggers","Realizar un ejemplo guiado de fundamentos de disparadores o triggers.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D26","148","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 26","26","Clase diaria 26: Práctica P4: vista consolidada a partir de múltiples tablas","Completar la práctica p4: vista consolidada a partir de múltiples tablas y demostrar los conocimientos acumulados.","Práctica P4: vista consolidada a partir de múltiples tablas","Desarrollar paso a paso la práctica p4: vista consolidada a partir de múltiples tablas.","Entregar la evidencia funcional de la práctica p4: vista consolidada a partir de múltiples tablas.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D27","149","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 27","27","Clase diaria 27: Fundamentos de vistas o views","Comprender y aplicar fundamentos de vistas o views dentro del objetivo del Nivel 6.","Fundamentos de vistas o views","Realizar un ejemplo guiado de fundamentos de vistas o views.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D28","150","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 28","28","Clase diaria 28: Fundamentos de motor InnoDB y transacciones","Comprender y aplicar fundamentos de motor innodb y transacciones dentro del objetivo del Nivel 6.","Fundamentos de motor InnoDB y transacciones","Realizar un ejemplo guiado de fundamentos de motor innodb y transacciones.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D29","151","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 29","29","Clase diaria 29: Fundamentos de conectores MySQL: ODBC, .NET, JDBC y PHP","Comprender y aplicar fundamentos de conectores mysql: odbc, .net, jdbc y php dentro del objetivo del Nivel 6.","Fundamentos de conectores MySQL: ODBC, .NET, JDBC y PHP","Realizar un ejemplo guiado de fundamentos de conectores mysql: odbc, .net, jdbc y php.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D30","152","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 30","30","Clase diaria 30: Práctica P5: proyecto de base de datos completa para una aplicación real","Completar la práctica p5: proyecto de base de datos completa para una aplicación real y demostrar los conocimientos acumulados.","Práctica P5: proyecto de base de datos completa para una aplicación real","Desarrollar paso a paso la práctica p5: proyecto de base de datos completa para una aplicación real.","Entregar la evidencia funcional de la práctica p5: proyecto de base de datos completa para una aplicación real.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE6D31","153","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 6 — MySQL","Diciembre 2026 · Día 31","31","Clase diaria 31: Evaluación integral, corrección de errores y cierre del Nivel 6","Comprender y aplicar evaluación integral, corrección de errores y cierre del nivel 6 dentro del objetivo del Nivel 6.","Evaluación integral, corrección de errores y cierre del Nivel 6","Realizar un ejemplo guiado de evaluación integral, corrección de errores y cierre del nivel 6.","Resolver una práctica corta y responder preguntas de comprobación.","Base de datos para aplicación real","MySQL, MySQL Workbench, SQL","1,5","1,","Alta","Pendiente"
"UNE7D01","154","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 7 — PostgreSQL","Enero 2027 · Día 1","1","Clase diaria 1: Introducción al Nivel 7: objetivos, herramientas y proyecto del mes","Comprender y aplicar introducción al nivel 7: objetivos, herramientas y proyecto del mes dentro del objetivo del Nivel 7.","Introducción al Nivel 7: objetivos, herramientas y proyecto del mes","Realizar un ejemplo guiado de introducción al nivel 7: objetivos, herramientas y proyecto del mes.","Resolver una práctica corta y responder preguntas de comprobación.","Migración a PostgreSQL","PostgreSQL, psql, pgAdmin, SQL","1,5","1,","Alta","Pendiente"
"UNE7D02","155","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 7 — PostgreSQL","Enero 2027 · Día 2","2","Clase diaria 2: Fundamentos de modelo Entidad-Relación","Comprender y aplicar fundamentos de modelo entidad-relación dentro del objetivo del Nivel 7.","Fundamentos de modelo Entidad-Relación","Realizar un ejemplo guiado de fundamentos de modelo entidad-relación.","Resolver una práctica corta y responder preguntas de comprobación.","Migración a PostgreSQL","PostgreSQL, psql, pgAdmin, SQL","1,5","1,","Alta","Pendiente"
"UNE7D03","156","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 7 — PostgreSQL","Enero 2027 · Día 3","3","Clase diaria 3: Ejercicio guiado de modelo Entidad-Relación","Comprender y aplicar ejercicio guiado de modelo entidad-relación dentro del objetivo del Nivel 7.","Ejercicio guiado de modelo Entidad-Relación","Realizar un ejemplo guiado de ejercicio guiado de modelo entidad-relación.","Resolver una práctica corta y responder preguntas de comprobación.","Migración a PostgreSQL","PostgreSQL, psql, pgAdmin, SQL","1,5","1,","Alta","Pendiente"
"UNE7D04","157","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 7 — PostgreSQL","Enero 2027 · Día 4","4","Clase diaria 4: Fundamentos de instalación y configuración de PostgreSQL","Comprender y aplicar fundamentos de instalación y configuración de postgresql dentro del objetivo del Nivel 7.","Fundamentos de instalación y configuración de PostgreSQL","Realizar un ejemplo guiado de fundamentos de instalación y configuración de postgresql.","Resolver una práctica corta y responder preguntas de comprobación.","Migración a PostgreSQL","PostgreSQL, psql, pgAdmin, SQL","1,5","1,","Alta","Pendiente"
"UNE7D05","158","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 7 — PostgreSQL","Enero 2027 · Día 5","5","Clase diaria 5: Ejercicio guiado de instalación y configuración de PostgreSQL","Comprender y aplicar ejercicio guiado de instalación y configuración de postgresql dentro del objetivo del Nivel 7.","Ejercicio guiado de instalación y configuración de PostgreSQL","Realizar un ejemplo guiado de ejercicio guiado de instalación y configuración de postgresql.","Resolver una práctica corta y responder preguntas de comprobación.","Migración a PostgreSQL","PostgreSQL, psql, pgAdmin, SQL","1,5","1,","Alta","Pendiente"
